Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
Central,CHENNAI,Antique,Rings,1810626.9,160,BB10503,2313592.72,2244472.22,69120.5,2.99,15694,NS001-151368132-841,Online,25-03-2025,C10503,Rings,xyz,Male,PCJ-PLAIN,16.55,17.29,2,0.98,A159180
West,BANGALORE,Plain,Bangles,1736610.7,483,BB10504,2067966,2003849.09,64116.91,3.1,16539,NS001-765930302-554,Online,10-04-2025,C10504,Bracelets,classic,Female,TRADITIONAL,13.89,14.52,3,0.09,A112080
North,HYDERABAD,CZ,Bracelets,2083569.85,325,BB10505,2518567.62,2421760.48,96807.14,3.84,14782,NS001-696961802-376,Online,07-03-2025,C10505,Rings,abc,Male,TRADITIONAL,46.16,48.13,3,2.39,A131818
Central,MUMBAI,Plain,Rings,1145877.7,497,BB10506,1461173.2,1403614.92,57558.28,3.94,11575,NS001-396037551-185,Online,31-03-2025,C10506,Rings,bold,Female,MODERN,41.03,41.71,3,1.78,A164427
Central,MUMBAI,Antique,Bracelets,1351913.39,419,BB10507,1496179.92,1445091.2,51088.72,3.41,16258,NS001-427036856-611,Store,11-04-2025,C10507,Chains,classic,Female,TRADITIONAL,48.64,49.96,1,2.45,A766115
North,BANGALORE,Antique,Rings,1268488.24,341,BB10508,1536662.38,1497229.61,39432.77,2.57,12818,NS001-804615709-540,Store,09-04-2025,C10508,Bracelets,bold,Male,MODERN,25.62,27.46,1,1.87,A362187
Central,MUMBAI,CZ,Bracelets,1002688.03,329,BB10509,1279916.64,1236762.33,43154.31,3.37,14439,NS001-181511427-101,Store,06-04-2025,C10509,Rings,bold,Male,MODERN,21.42,22.61,2,1.63,A901156
South,MUMBAI,KDM,Bracelets,1639249.67,493,BB10510,1959735.5,1877809.35,81926.15,4.18,11125,NS001-469687029-963,Store,05-03-2025,C10510,Rings,bold,Female,MODERN,46.35,47.65,2,0.13,A728370
Central,CHENNAI,CZ,Bracelets,1243949.78,245,BB10511,1459272.92,1420906.62,38366.3,2.63,18280,NS001-857054079-633,Online,08-03-2025,C10511,Rings,abc,Male,IND-GOLD,29.88,30.62,3,0.65,A297479
North,MUMBAI,CZ,Bangles,2289481.65,337,BB10512,2794768.98,2749030.06,45738.92,1.64,16032,NS001-675094160-261,Store,11-03-2025,C10512,Bracelets,abc,Female,PCJ-PLAIN,33.21,34.28,1,1.63,A433139
South,DELHI,KDM,Rings,1714035.63,303,BB10513,1906064.97,1847530.53,58534.44,3.07,16765,NS001-764337284-330,Store,14-04-2025,C10513,Chains,bold,Female,TRADITIONAL,13.15,14.32,2,0.6,A407103
Central,CHENNAI,Antique,Chains,2273120.99,250,BB10514,2858579.26,2778040.89,80538.37,2.82,14452,NS001-117551670-552,Store,17-03-2025,C10514,Rings,bold,Male,TRADITIONAL,39.24,40,1,0.61,A270807
Central,DELHI,CZ,Rings,1972675.68,435,BB10515,2557805.15,2466232.9,91572.25,3.58,19435,NS001-993163838-717,Store,18-04-2025,C10515,Bracelets,classic,Female,MODERN,20.33,21.07,1,2.08,A122692
West,BANGALORE,CZ,Chains,2203693.3,292,BB10516,2584381.24,2460377.81,124003.43,4.8,15240,NS001-616002291-342,Online,07-04-2025,C10516,Bangles,classic,Male,IND-GOLD,13.72,14.39,2,0.49,A527740
South,HYDERABAD,Plain,Bracelets,1614747.17,289,BB10517,2014545.64,1933072.57,81473.07,4.04,13480,NS001-978246139-219,Online,23-04-2025,C10517,Rings,classic,Female,MODERN,16.4,17.45,1,1.38,A194492
North,MUMBAI,KDM,Chains,1698482.79,263,BB10518,2130702.55,2094780.44,35922.11,1.69,16940,NS001-220740430-812,Online,28-04-2025,C10518,Rings,abc,Female,PCJ-PLAIN,45.56,46.74,2,1.65,A310454
South,CHENNAI,Plain,Bracelets,2016902.5,411,BB10519,2447339.47,2396469.2,50870.27,2.08,13578,NS001-611035341-582,Store,20-03-2025,C10519,Chains,classic,Male,TRADITIONAL,27.21,29.05,2,1.51,A326620
Central,CHENNAI,Antique,Bangles,1806752.01,326,BB10520,2321403.22,2226345.8,95057.42,4.09,16488,NS001-879481417-430,Store,12-04-2025,C10520,Bracelets,xyz,Male,TRADITIONAL,18.64,19.64,2,1.44,A309471
North,BANGALORE,Plain,Chains,1492677.62,327,BB10521,1846244.98,1760489.59,85755.39,4.64,16060,NS001-427196356-574,Store,01-03-2025,C10521,Bangles,abc,Female,TRADITIONAL,49.73,51.08,1,0.29,A704516
North,BANGALORE,CZ,Rings,1026833.17,426,BB10522,1234230.36,1204224.97,30005.39,2.43,13625,NS001-189551342-387,Online,29-04-2025,C10522,Chains,bold,Male,TRADITIONAL,17.2,18.8,2,2.12,A943162
South,BANGALORE,Plain,Bangles,2273858.96,362,BB10523,2577031.19,2453586.46,123444.73,4.79,10944,NS001-666340238-240,Store,28-03-2025,C10523,Chains,classic,Male,PCJ-PLAIN,43.93,45.04,3,0.82,A199276
West,HYDERABAD,CZ,Bracelets,1806813.45,154,BB10524,2344690.66,2320562.2,24128.46,1.03,16234,NS001-335938060-478,Online,23-03-2025,C10524,Chains,xyz,Female,PCJ-PLAIN,13.07,14.37,1,2.21,A884007
South,DELHI,Plain,Bracelets,2491085.06,137,BB10525,2780400.43,2675172.56,105227.87,3.78,19352,NS001-994565728-198,Store,21-03-2025,C10525,Chains,classic,Male,PCJ-PLAIN,46.72,48.48,3,1.77,A766156
Central,MUMBAI,Antique,Bangles,2395850.43,394,BB10526,2897091.03,2847112.22,49978.81,1.73,19194,NS001-339542305-335,Store,11-03-2025,C10526,Rings,bold,Male,PCJ-PLAIN,42.68,44.05,2,0.48,A815968
Central,CHENNAI,Plain,Rings,1753641.33,315,BB10527,2231498.93,2207259.27,24239.66,1.09,10271,NS001-912668792-142,Store,10-03-2025,C10527,Bangles,bold,Female,MODERN,27.41,28.94,2,0.23,A989431
Central,HYDERABAD,Antique,Chains,1350268.62,278,BB10528,1606330.1,1527821.03,78509.07,4.89,14772,NS001-108481015-443,Online,01-04-2025,C10528,Bangles,abc,Female,PCJ-PLAIN,47.49,49.08,1,0.57,A292426
North,BANGALORE,Plain,Bracelets,1962047.9,195,BB10529,2409495.51,2333603.29,75892.22,3.15,18892,NS001-781286118-896,Store,10-04-2025,C10529,Chains,bold,Male,PCJ-PLAIN,46.38,47.65,1,1.28,A780545
North,MUMBAI,Antique,Bracelets,2072874.47,402,BB10530,2584430.23,2482190.19,102240.04,3.96,14128,NS001-261547330-410,Online,29-03-2025,C10530,Bangles,abc,Male,PCJ-PLAIN,13.73,14.91,1,0.03,A990980
North,MUMBAI,Antique,Bangles,2300543.93,154,BB10531,2759076.02,2695837.97,63238.05,2.29,15560,NS001-443946777-914,Online,10-03-2025,C10531,Rings,bold,Male,PCJ-PLAIN,29.32,31.17,1,0.61,A657430
East,DELHI,CZ,Bracelets,2276349.72,361,BB10532,2608379.21,2502497.39,105881.82,4.06,17202,NS001-989940171-802,Store,27-03-2025,C10532,Bangles,abc,Male,MODERN,44.14,45.12,3,0.03,A769066
South,BANGALORE,Plain,Bracelets,1507003.67,464,BB10533,1663791.33,1582137.35,81653.98,4.91,11086,NS001-182271667-636,Online,17-03-2025,C10533,Bracelets,bold,Male,MODERN,13.19,14.28,1,1.2,A181046
West,CHENNAI,Plain,Chains,2405813.86,225,BB10534,3011879.73,2969449.15,42430.58,1.41,13683,NS001-326879646-752,Store,31-03-2025,C10534,Rings,classic,Female,TRADITIONAL,27.1,27.8,1,1.27,A234139
East,BANGALORE,Plain,Bangles,1020501.36,237,BB10535,1242151.6,1203999.54,38152.06,3.07,19023,NS001-193449090-493,Online,03-04-2025,C10535,Chains,bold,Male,IND-GOLD,23.51,25.12,1,2.45,A550557
North,DELHI,KDM,Rings,1527728.46,416,BB10536,1707343.89,1652898.24,54445.65,3.19,13455,NS001-527663873-729,Store,02-03-2025,C10536,Rings,classic,Male,MODERN,32.99,34.89,2,0.78,A154774
South,CHENNAI,KDM,Bangles,2038356.35,146,BB10537,2593732.25,2499877,93855.25,3.62,18784,NS001-226240353-452,Store,04-04-2025,C10537,Chains,xyz,Female,TRADITIONAL,38.32,38.97,1,1.46,A143475
South,BANGALORE,Plain,Bracelets,2465223.55,125,BB10538,3111191.42,3031450.64,79740.78,2.56,15865,NS001-524667679-521,Online,20-03-2025,C10538,Chains,abc,Female,MODERN,40.97,42.51,1,1.51,A357324
West,BANGALORE,CZ,Rings,1263382.57,156,BB10539,1533982.9,1479885.23,54097.67,3.53,14893,NS001-520643268-292,Online,12-03-2025,C10539,Bangles,bold,Female,MODERN,36.25,38.09,3,0.34,A316873
Central,MUMBAI,KDM,Chains,1660713.84,290,BB10540,1924708.38,1832738.63,91969.75,4.78,17761,NS001-531128428-546,Store,02-04-2025,C10540,Rings,xyz,Male,IND-GOLD,32.27,34.01,1,0.73,A991077
North,DELHI,Plain,Bangles,2240330.79,370,BB10541,2653278.19,2603712.69,49565.5,1.87,14976,NS001-857809490-115,Store,25-04-2025,C10541,Rings,classic,Male,TRADITIONAL,34.69,35.83,3,1.97,A930456
South,MUMBAI,Antique,Bangles,2293553.79,472,BB10542,2686581.55,2598170.9,88410.65,3.29,14559,NS001-564542146-305,Online,31-03-2025,C10542,Bracelets,classic,Female,IND-GOLD,39.49,41.19,1,0.32,A455517
West,DELHI,Antique,Chains,1573987.28,174,BB10543,1824291.7,1801858.22,22433.48,1.23,15883,NS001-613903197-340,Store,18-03-2025,C10543,Bangles,abc,Male,IND-GOLD,16.15,17.33,3,2.31,A647681
North,MUMBAI,Plain,Bangles,1326899.26,148,BB10544,1555922.88,1522741.7,33181.18,2.13,16683,NS001-559374805-292,Online,21-03-2025,C10544,Bangles,classic,Female,PCJ-PLAIN,25.46,27.3,1,2.21,A724572
East,CHENNAI,Antique,Bracelets,2174381.71,379,BB10545,2504410.81,2385934.77,118476.04,4.73,12889,NS001-918817418-893,Store,24-04-2025,C10545,Bangles,classic,Female,PCJ-PLAIN,46.22,46.99,2,1.06,A366365
North,CHENNAI,CZ,Bracelets,2405686.08,133,BB10546,3063991.21,2951388.48,112602.73,3.68,17733,NS001-815576676-427,Store,23-04-2025,C10546,Rings,bold,Male,TRADITIONAL,28.99,30.7,3,1.6,A961995
West,BANGALORE,Antique,Chains,2011628.15,240,BB10547,2298652.88,2193199.26,105453.62,4.59,15047,NS001-471982198-282,Online,05-03-2025,C10547,Rings,bold,Female,TRADITIONAL,20.28,21.58,1,1.82,A192779
Central,HYDERABAD,Plain,Chains,1334610.89,203,BB10548,1474551.95,1414492.81,60059.14,4.07,14169,NS001-836626650-906,Store,15-03-2025,C10548,Bracelets,bold,Female,TRADITIONAL,37.42,39.15,1,0.1,A654050
West,MUMBAI,CZ,Bracelets,2080676.3,455,BB10549,2419658.64,2306977.02,112681.62,4.66,11511,NS001-402369579-166,Online,24-03-2025,C10549,Bracelets,xyz,Male,IND-GOLD,33.33,34.68,2,1.06,A186433
East,DELHI,CZ,Bangles,1819666.99,439,BB10550,2259030.45,2188990.48,70039.97,3.1,10374,NS001-535600015-855,Store,04-04-2025,C10550,Bangles,bold,Female,MODERN,26.89,28.4,1,1.64,A297540
West,DELHI,CZ,Rings,2225204.76,316,BB10551,2671758.17,2580905.06,90853.11,3.4,11929,NS001-805184472-239,Store,26-04-2025,C10551,Bracelets,xyz,Female,IND-GOLD,21.21,22.32,2,0.79,A852203
West,DELHI,Plain,Bracelets,1273314.23,358,BB10552,1520908.97,1446197.21,74711.76,4.91,19364,NS001-914495102-345,Online,15-03-2025,C10552,Bracelets,xyz,Male,IND-GOLD,32.22,34.09,1,0.38,A276028
North,MUMBAI,Plain,Bracelets,1486587.14,209,BB10553,1641735.57,1600642.25,41093.32,2.5,13572,NS001-216384222-724,Online,02-04-2025,C10553,Bracelets,abc,Male,IND-GOLD,49.2,49.84,3,2.09,A351256
North,MUMBAI,CZ,Bangles,1418609.42,486,BB10554,1731100.96,1674299.49,56801.47,3.28,14822,NS001-810855849-113,Store,17-03-2025,C10554,Chains,xyz,Female,PCJ-PLAIN,36.06,37.78,1,0.14,A543490
East,BANGALORE,CZ,Bangles,2165280.82,196,BB10555,2739131.18,2678741.61,60389.57,2.2,19364,NS001-379897183-512,Store,28-03-2025,C10555,Bangles,classic,Male,IND-GOLD,14.11,15.35,2,2.43,A211848
North,DELHI,Antique,Chains,1008066.1,270,BB10556,1125596.74,1096692.29,28904.45,2.57,11652,NS001-559293700-271,Store,12-03-2025,C10556,Chains,xyz,Male,MODERN,36.39,37.82,2,1.74,A293634
North,DELHI,Antique,Chains,1777651.31,411,BB10557,2101467.68,2008721.27,92746.41,4.41,14930,NS001-317080792-477,Store,26-04-2025,C10557,Rings,xyz,Male,IND-GOLD,18.33,19.23,2,1.68,A317503
North,MUMBAI,Antique,Bracelets,1916399.47,194,BB10558,2319000.54,2288548.21,30452.33,1.31,12272,NS001-413619677-510,Store,29-04-2025,C10558,Chains,bold,Female,IND-GOLD,38.59,40.13,3,1,A654843
South,BANGALORE,CZ,Chains,1430637.95,335,BB10559,1704818.03,1677400.47,27417.56,1.61,13755,NS001-448071852-909,Store,12-03-2025,C10559,Bangles,abc,Male,TRADITIONAL,12.44,13.21,1,2.09,A208718
South,DELHI,CZ,Bracelets,2374387.77,329,BB10560,2996673.03,2956673.28,39999.75,1.33,17835,NS001-341684345-490,Store,13-03-2025,C10560,Bracelets,bold,Male,PCJ-PLAIN,42.49,43.4,1,0.15,A453186
North,DELHI,KDM,Chains,1822449.13,254,BB10561,2007104.79,1972360.12,34744.67,1.73,12354,NS001-457659635-254,Online,10-03-2025,C10561,Bracelets,bold,Male,PCJ-PLAIN,34.32,35.09,3,0.21,A299241
South,CHENNAI,CZ,Bracelets,1136313.93,264,BB10562,1464569.98,1406762.92,57807.06,3.95,12725,NS001-530308654-241,Store,22-04-2025,C10562,Rings,bold,Female,MODERN,33.18,34.66,2,1.7,A116329
Central,MUMBAI,CZ,Rings,2358802.27,209,BB10563,3033666.77,2940380.3,93286.47,3.08,17955,NS001-966277309-680,Store,01-04-2025,C10563,Chains,abc,Male,TRADITIONAL,47.19,48.46,1,1.3,A310337
North,BANGALORE,KDM,Chains,1909331.17,199,BB10564,2250798.4,2172552.92,78245.48,3.48,10827,NS001-974771652-945,Online,23-04-2025,C10564,Bracelets,abc,Male,MODERN,34.11,36.01,3,0.58,A233533
West,HYDERABAD,CZ,Chains,1804392.15,465,BB10565,2308710.34,2236650.14,72060.2,3.12,12457,NS001-910520513-358,Store,04-04-2025,C10565,Rings,abc,Female,PCJ-PLAIN,13.99,14.75,3,0.12,A292971
Central,MUMBAI,Antique,Bangles,1185101.68,256,BB10566,1502654.21,1431149.01,71505.2,4.76,14068,NS001-913063577-216,Store,11-04-2025,C10566,Bangles,bold,Female,PCJ-PLAIN,18.21,19.81,2,2.2,A785999
South,CHENNAI,Plain,Rings,1655901.01,190,BB10567,2044898.31,2024092.97,20805.34,1.02,12359,NS001-991298957-611,Online,20-04-2025,C10567,Chains,classic,Male,TRADITIONAL,27.79,28.63,2,1.31,A465022
South,HYDERABAD,Antique,Bracelets,1605848.86,411,BB10568,1942359.94,1855676.18,86683.76,4.46,15640,NS001-569558520-506,Online,29-04-2025,C10568,Bracelets,abc,Male,MODERN,31.8,32.3,1,1.05,A531631
East,DELHI,Plain,Bangles,2055123.65,484,BB10569,2268318.42,2181478.82,86839.6,3.83,13996,NS001-851497327-157,Online,12-04-2025,C10569,Bracelets,abc,Male,PCJ-PLAIN,27.34,27.88,1,1.25,A220005
Central,CHENNAI,Antique,Chains,2497191.34,396,BB10570,2909150.62,2792630.84,116519.78,4.01,17693,NS001-770557345-259,Store,09-04-2025,C10570,Bangles,xyz,Female,IND-GOLD,19.28,20.39,2,0.78,A242805
East,MUMBAI,CZ,Bangles,2012473.1,270,BB10571,2258361.44,2189939.06,68422.38,3.03,14703,NS001-337471616-913,Store,09-04-2025,C10571,Rings,xyz,Male,PCJ-PLAIN,13.06,13.97,3,0.84,A865917
Central,BANGALORE,Plain,Chains,2309973.83,303,BB10572,2779794.05,2739346.65,40447.4,1.46,10449,NS001-440490609-735,Store,19-04-2025,C10572,Chains,xyz,Male,IND-GOLD,33.2,34.77,2,0.04,A128119
South,BANGALORE,CZ,Rings,1122547.99,412,BB10573,1334576.61,1279996.66,54579.95,4.09,13793,NS001-435481104-561,Store,24-03-2025,C10573,Bracelets,classic,Female,IND-GOLD,34.33,36.05,1,1.42,A423078
East,DELHI,KDM,Chains,1987721.6,283,BB10574,2450693.47,2372613.69,78079.78,3.19,17621,NS001-910225599-473,Store,17-03-2025,C10574,Bangles,abc,Female,MODERN,40.08,41,3,2.06,A365934
East,MUMBAI,Antique,Bracelets,1891946.39,398,BB10575,2404519.44,2336677.54,67841.9,2.82,12126,NS001-370852907-203,Store,28-04-2025,C10575,Rings,xyz,Male,MODERN,37.95,39.55,3,2.09,A997676
South,MUMBAI,Antique,Rings,2419504.79,356,BB10576,2669890.27,2591628.94,78261.33,2.93,19993,NS001-720898417-184,Online,26-03-2025,C10576,Rings,classic,Male,MODERN,22.62,23.55,2,0.64,A429953
West,BANGALORE,CZ,Rings,2085130.98,255,BB10577,2670419.82,2564859.38,105560.44,3.95,13526,NS001-740336110-869,Store,25-03-2025,C10577,Chains,xyz,Female,TRADITIONAL,25.65,27.63,1,2.33,A533894
South,MUMBAI,CZ,Bangles,1317891.52,391,BB10578,1678962.46,1611745.11,67217.35,4,12825,NS001-320459630-619,Online,22-04-2025,C10578,Bangles,abc,Male,IND-GOLD,17.19,18.94,2,1.96,A116800
South,BANGALORE,KDM,Rings,1315435.55,192,BB10579,1516266.41,1491758.56,24507.85,1.62,18033,NS001-664697726-652,Store,09-03-2025,C10579,Bangles,bold,Female,IND-GOLD,16.38,17,3,1.41,A246140
South,BANGALORE,KDM,Bangles,1481039.29,196,BB10580,1773362.11,1714082.65,59279.46,3.34,14981,NS001-304880787-614,Store,04-04-2025,C10580,Chains,xyz,Male,IND-GOLD,34.8,35.95,2,0.48,A119561
West,CHENNAI,Antique,Bracelets,1302997.16,438,BB10581,1514194.93,1484252.9,29942.03,1.98,12874,NS001-135033920-235,Store,27-04-2025,C10581,Bangles,abc,Female,TRADITIONAL,17.02,18.07,2,0.43,A688338
North,BANGALORE,Plain,Rings,1138788.76,103,BB10582,1442467.33,1377510.23,64957.1,4.5,10048,NS001-554249481-765,Store,22-04-2025,C10582,Bracelets,xyz,Female,MODERN,45.43,46.45,1,1.49,A384384
South,BANGALORE,Plain,Chains,1944676.54,205,BB10583,2424474.36,2363737.82,60736.54,2.51,17284,NS001-364366192-485,Online,11-03-2025,C10583,Bracelets,abc,Female,TRADITIONAL,34.2,35.86,2,1.41,A510908
South,HYDERABAD,Plain,Chains,1168431.21,246,BB10584,1494853.77,1444949.13,49904.64,3.34,16714,NS001-326367925-904,Store,02-03-2025,C10584,Rings,abc,Female,IND-GOLD,12.93,13.48,1,2.33,A164634
West,DELHI,KDM,Chains,1535684.15,164,BB10585,1814063.56,1734832.57,79230.99,4.37,13483,NS001-156847574-367,Online,29-03-2025,C10585,Rings,classic,Female,PCJ-PLAIN,32.15,32.75,1,0.97,A774672
Central,BANGALORE,Plain,Bracelets,2393839.84,167,BB10586,2822086.43,2690719.14,131367.29,4.65,16512,NS001-550235069-185,Store,29-03-2025,C10586,Bangles,classic,Female,MODERN,31.51,32.64,2,2.31,A651921
Central,DELHI,Plain,Chains,2405146.25,115,BB10587,2910524.56,2852307.66,58216.9,2,17804,NS001-414848528-542,Online,12-03-2025,C10587,Rings,classic,Male,PCJ-PLAIN,36.71,38.45,1,1.99,A241396
East,MUMBAI,Antique,Bangles,2226150.34,202,BB10588,2576532.07,2549813.86,26718.21,1.04,11467,NS001-500561783-642,Online,27-03-2025,C10588,Bracelets,bold,Male,IND-GOLD,31.22,31.81,3,2.13,A662900
Central,BANGALORE,Antique,Bracelets,1310641.5,213,BB10589,1594688.94,1535661.72,59027.22,3.7,10335,NS001-723071155-425,Online,19-04-2025,C10589,Bracelets,abc,Female,TRADITIONAL,10.01,11.59,3,1.26,A316985
North,CHENNAI,KDM,Rings,1197055.17,435,BB10590,1376777.87,1344178.44,32599.43,2.37,10349,NS001-965841005-777,Store,01-04-2025,C10590,Bracelets,bold,Male,TRADITIONAL,30.12,30.73,1,0.2,A557627
South,BANGALORE,CZ,Chains,1043491.56,256,BB10591,1267369.64,1222066.77,45302.87,3.57,18989,NS001-541901837-288,Online,25-03-2025,C10591,Chains,classic,Male,IND-GOLD,45.92,47.17,3,0.19,A770359
North,MUMBAI,Plain,Chains,2298453.25,193,BB10592,2663357.07,2596200.64,67156.43,2.52,13913,NS001-736003124-200,Store,16-03-2025,C10592,Bangles,classic,Male,MODERN,38.15,39.63,3,0.2,A827523
Central,MUMBAI,CZ,Bangles,1592500.93,438,BB10593,1961464.95,1903285.28,58179.67,2.97,13693,NS001-252447485-850,Store,08-04-2025,C10593,Bracelets,xyz,Female,MODERN,13.61,14.67,3,2.19,A739039
Central,MUMBAI,Antique,Bangles,2030084.97,265,BB10594,2599442.17,2521218.76,78223.41,3.01,13595,NS001-607115757-546,Store,21-04-2025,C10594,Bracelets,xyz,Female,TRADITIONAL,26.1,26.78,1,2.11,A673809
South,CHENNAI,Antique,Chains,2488159.35,339,BB10595,3097677.25,3057734.2,39943.05,1.29,10635,NS001-763936982-734,Store,14-03-2025,C10595,Chains,abc,Female,IND-GOLD,28.96,30.01,2,0.38,A656497
North,DELHI,Plain,Bangles,1519899.31,181,BB10596,1968734.35,1917985.58,50748.77,2.58,18022,NS001-652990766-182,Online,20-04-2025,C10596,Bracelets,xyz,Male,MODERN,22.81,23.61,2,2.49,A617183
South,BANGALORE,Antique,Rings,1527815.4,263,BB10597,1849001.93,1817476.33,31525.6,1.71,16415,NS001-329400337-965,Store,03-03-2025,C10597,Chains,classic,Female,TRADITIONAL,45.84,47.67,3,1.92,A439443
North,MUMBAI,Antique,Bracelets,2207866.74,180,BB10598,2776652.63,2722421.14,54231.49,1.95,10683,NS001-163118640-244,Online,05-04-2025,C10598,Bracelets,bold,Male,PCJ-PLAIN,31.83,33.69,1,2.09,A622985
South,CHENNAI,Antique,Bangles,2462777.07,434,BB10599,2979904.77,2914870.37,65034.4,2.18,14531,NS001-424337214-895,Online,10-04-2025,C10599,Chains,xyz,Female,MODERN,38.98,40.74,1,1.99,A534836
West,CHENNAI,Antique,Bangles,1101744.2,493,BB10600,1392393.21,1337811.84,54581.37,3.92,19617,NS001-439099849-476,Store,13-04-2025,C10600,Rings,xyz,Male,TRADITIONAL,20.37,22.01,3,1.82,A537257
East,CHENNAI,Plain,Rings,1813249.98,255,BB10601,2274970.54,2211618.28,63352.26,2.78,14202,NS001-455253234-979,Store,24-04-2025,C10601,Rings,classic,Male,PCJ-PLAIN,48.26,49.13,2,0.02,A286731
South,MUMBAI,Plain,Rings,2346604.96,439,BB10602,2882780.57,2753529.37,129251.2,4.48,11178,NS001-753009550-913,Store,13-03-2025,C10602,Bracelets,bold,Female,PCJ-PLAIN,32.38,33.68,1,1.81,A971951
South,HYDERABAD,CZ,Rings,1238293.71,105,BB10603,1507696.84,1469403.14,38293.7,2.54,16856,NS001-917861445-723,Store,06-03-2025,C10603,Rings,bold,Female,MODERN,48.72,50.02,3,1.68,A553690
North,DELHI,KDM,Bangles,1960327.93,244,BB10604,2440322.3,2327057.55,113264.75,4.64,19574,NS001-163977864-585,Store,02-04-2025,C10604,Bracelets,abc,Male,MODERN,40.23,41.32,2,1.79,A194639
West,MUMBAI,CZ,Rings,2242985.25,112,BB10605,2781022.66,2651182.51,129840.15,4.67,16867,NS001-246088802-344,Online,31-03-2025,C10605,Bangles,xyz,Female,MODERN,31.28,32.79,3,2.23,A714489
South,BANGALORE,Antique,Rings,2481920.46,313,BB10606,2812805.16,2702656.17,110148.99,3.92,18669,NS001-152914685-743,Online,02-03-2025,C10606,Chains,xyz,Male,IND-GOLD,23.78,24.47,3,2.44,A919264
West,DELHI,KDM,Rings,2341934.36,396,BB10607,2733765.32,2654722.34,79042.98,2.89,14044,NS001-184366732-663,Store,28-03-2025,C10607,Bangles,bold,Male,IND-GOLD,30.85,31.4,3,2.35,A745941
North,MUMBAI,Plain,Chains,1288708.86,316,BB10608,1540526.77,1516090.91,24435.86,1.59,14716,NS001-710191910-246,Online,09-03-2025,C10608,Bangles,abc,Male,PCJ-PLAIN,38.39,39.83,1,2.18,A824099
South,CHENNAI,Plain,Rings,1386418.02,209,BB10609,1704534.86,1653893,50641.86,2.97,10349,NS001-316935436-128,Store,18-04-2025,C10609,Bangles,abc,Female,PCJ-PLAIN,12.88,13.81,1,1.46,A177607
South,BANGALORE,CZ,Rings,1061744.45,412,BB10610,1245839.8,1202360.23,43479.57,3.49,14340,NS001-475993628-742,Store,23-04-2025,C10610,Rings,xyz,Female,IND-GOLD,11.38,12.39,3,0.82,A330102
East,MUMBAI,Plain,Rings,1474558.45,463,BB10611,1859191.99,1790892.26,68299.73,3.67,16521,NS001-233933339-557,Online,03-04-2025,C10611,Bracelets,xyz,Female,MODERN,26.6,28.08,2,2.02,A535435
Central,MUMBAI,KDM,Rings,2090982.92,486,BB10612,2501650.17,2393902.94,107747.23,4.31,12637,NS001-557402126-113,Online,11-04-2025,C10612,Bangles,xyz,Female,TRADITIONAL,30.67,31.44,3,0.78,A646001
East,HYDERABAD,CZ,Bangles,1512750.57,465,BB10613,1759969.59,1733535.78,26433.81,1.5,10228,NS001-806556854-978,Online,02-04-2025,C10613,Bangles,classic,Male,PCJ-PLAIN,39.3,40.8,1,1.66,A289835
West,MUMBAI,CZ,Bangles,1459711.73,398,BB10614,1785871.1,1763972.88,21898.22,1.23,15598,NS001-419512838-806,Online,29-03-2025,C10614,Rings,abc,Male,PCJ-PLAIN,23.36,24.58,2,1.15,A663504
North,CHENNAI,Plain,Chains,2119043.96,158,BB10615,2754099.38,2677980.73,76118.65,2.76,13107,NS001-563199191-543,Store,04-04-2025,C10615,Bracelets,abc,Female,PCJ-PLAIN,42.95,44.49,1,1.15,A492433
South,DELHI,KDM,Bangles,1935294.8,101,BB10616,2235046.48,2170613.34,64433.14,2.88,17951,NS001-116806936-205,Store,21-03-2025,C10616,Chains,classic,Male,TRADITIONAL,11.33,13,2,0.95,A982564
North,HYDERABAD,Plain,Bangles,1482358.69,156,BB10617,1860080.59,1840387.9,19692.69,1.06,15080,NS001-262829600-356,Online,27-03-2025,C10617,Bracelets,classic,Male,PCJ-PLAIN,17.12,18.31,3,0.62,A102504
West,BANGALORE,KDM,Rings,2180943.15,235,BB10618,2731194.32,2647660.37,83533.95,3.06,17309,NS001-777360408-231,Store,09-04-2025,C10618,Chains,bold,Male,IND-GOLD,11.17,11.97,2,0.92,A841468
West,HYDERABAD,Antique,Bangles,1292529.3,217,BB10619,1500444.36,1458128.88,42315.48,2.82,16720,NS001-232115402-746,Online,30-03-2025,C10619,Chains,classic,Female,PCJ-PLAIN,10.27,12.06,1,0.28,A881730
West,DELHI,Plain,Rings,1809032.85,334,BB10620,2284281.8,2227898.92,56382.88,2.47,19027,NS001-963790656-661,Online,27-03-2025,C10620,Rings,classic,Male,IND-GOLD,49.18,49.88,2,2.11,A649423
West,BANGALORE,KDM,Bangles,2385451.8,246,BB10621,2840801.12,2789618.96,51182.16,1.8,12034,NS001-545492023-626,Online,20-03-2025,C10621,Bracelets,classic,Male,IND-GOLD,15.34,16.82,2,2.15,A500688
